id1,id2,core_dist,accessory_dist,Lineages,Hypermutator,core_dist_bin
1274300,1274767,1.1016488e-4,6.367753e-4,BD-1,yes,2
1274300,1274897,1.1332572e-4,2.0636753e-4,BD-1,no,2
1274300,1276100,1.1266492e-4,4.0355104e-4,BD-1,no,2
1274300,1277101,1.7236112e-4,0.0024012842,BD-1,no,2
1274300,1277103,1.4566974e-4,0,BD-1,no,2
1274300,1277967,1.1607719e-4,6.800149e-4,BD-1,yes,2
1274300,1279435,1.2307751e-4,4.2480408e-4,BD-1,no,2
1274300,1281469,1.1488268e-4,6.194749e-4,BD-1,yes,2
1274300,1283200,2.209399e-4,4.8450622e-4,BD-1,yes,3
1274300,1283250,1.1517809e-4,3.1066535e-4,BD-1,no,2
1274300,1283700,2.7424368e-4,7.742474e-4,BD-1,no,3
1274300,1284579,1.3595328e-4,3.2580367e-5,BD-1,no,2
1274300,1285155,1.5353502e-4,0,BD-1,no,2
1274300,1287100,1.6580122e-4,0,BD-1,no,2
1274300,1287200,1.5386303e-4,0,BD-1,no,2
1274300,1287250,1.145405e-4,3.869768e-4,BD-1,no,2
1274300,1287950,1.1049431e-4,2.87224e-4,BD-1,no,2
1274300,1287962,1.4503155e-4,1.2717908e-4,BD-1,no,2
1274300,1288650,1.2492768e-4,3.4835946e-4,BD-1,no,2
1274300,1289150,1.2426119e-4,2.8463712e-4,BD-1,no,2
1274300,1289750,1.720594e-4,0,BD-1,no,2
1274300,1289800,1.4691325e-4,1.10454675e-4,BD-1,no,2
1274300,1289950,1.7459568e-4,9.202236e-5,BD-1,no,2
1274300,1290250,1.14870556e-4,4.3895593e-4,BD-1,no,2
1274300,1290550,1.4251846e-4,5.941319e-5,BD-1,no,2
1274300,1293000,1.431655e-4,0,BD-1,no,2
1274300,1294750,1.07647924e-4,4.6876085e-4,BD-1,no,2
1274300,1296600,1.3879237e-4,0,BD-1,no,2
1274300,1296800,1.3052231e-4,6.8078144e-4,BD-1,no,2
1274300,1297300,1.456849e-4,0,BD-1,no,2
1274300,1299400,1.1016059e-4,5.766095e-4,BD-1,no,2
1274300,1299650,9.47058e-5,0.0014549595,BD-1,no,1
1274300,1302800,7.271965e-5,0.0019332457,BD-1,no,1
1274300,1302850,1.07012354e-4,0.0011072155,BD-1,no,2
1274300,1305250,1.1737235e-4,3.2620717e-4,BD-1,no,2
1274300,1309600,8.0021025e-5,9.2808035e-4,BD-1,yes,1
1274300,1310500,1.2775112e-4,1.8730872e-4,BD-1,no,2
1274300,1310800,1.1989156e-4,3.938036e-4,BD-1,no,2
1274300,1311150,1.3561963e-4,2.0157959e-4,BD-1,no,2
1274300,1313450,1.2084196e-4,1.0872899e-4,BD-1,yes,2
1274300,1314850,9.5652766e-5,9.09153e-4,BD-1,no,1
1274300,1315500,1.4193758e-4,0,BD-1,no,2
1274300,1317650,1.15830044e-4,3.144012e-4,BD-1,no,2
1274300,1318050,1.1455666e-4,5.674024e-4,BD-1,no,2
1274300,1318150,1.4917873e-4,0,BD-1,no,2
1274300,1318700,1.4153718e-4,2.6478362e-4,BD-1,no,2
1274300,1318750,1.8089497e-4,0,BD-1,no,2
1274300,1318950,1.3060703e-4,4.5799927e-5,BD-1,no,2
1274300,1319200,1.1137811e-4,6.7689945e-4,BD-1,no,2
1274300,1319650,1.1519222e-4,5.513517e-4,BD-1,no,2
1274300,1321850,1.651512e-4,0,BD-1,no,2
1274300,1321900,1.1672933e-4,5.230966e-4,BD-1,no,2
1274300,1323500,1.0221735e-4,0.001317401,BD-1,no,2
1274300,1323750,1.0513272e-4,5.415817e-4,BD-1,no,2
1274300,1325700,1.0984271e-4,5.0435093e-4,BD-1,no,2
1274300,1326450,1.3434728e-4,2.1359092e-4,BD-1,yes,2
1274300,1328550,9.444511e-5,7.284314e-4,BD-1,no,1
1274300,1335800,1.1260819e-4,0.0011986835,BD-1,no,2
1274300,1339300,1.5319987e-4,0,BD-1,no,2
1274300,1343350,1.6423332e-4,0,BD-1,no,2
1274300,1346150,9.532463e-5,0.0014392583,BD-1,no,1
1274300,1350900,1.6108605e-4,0,BD-1,yes,2
1274300,1351200,1.3062068e-4,2.8656438e-4,BD-1,no,2
1274300,1356500,9.225793e-5,9.5371454e-4,BD-1,no,1
1274300,1362500,1.676862e-4,0,BD-1,no,2
1274300,1362600,1.19891054e-4,3.13483e-4,BD-1,no,2
1274300,1365100,9.94589e-5,7.0347486e-4,BD-1,no,1
1274300,1365150,1.1074226e-4,0.0011950119,BD-1,no,2
1274300,1366350,1.1364189e-4,3.5901243e-4,BD-1,yes,2
1274300,1368050,2.446807e-4,0.028118143,BD-1,no,3
1274300,1373300,9.791576e-5,6.114123e-4,BD-1,no,1
1274300,1376450,1.07326e-4,6.374447e-4,BD-1,no,2
1274300,1383600,1.00116944e-4,7.0711283e-4,BD-1,no,2
1274300,1385750,1.3340684e-4,0,BD-1,no,2
1274300,1385800,1.4094792e-4,0,BD-1,no,2
1274300,1394550,1.0165281e-4,8.193688e-4,BD-1,no,2
1274300,1446300,1.5350572e-4,0,BD-1,yes,2
1274300,1449850,1.2271552e-4,2.5286627e-4,BD-1,no,2
1274300,D02182089,1.1608603e-4,0.0010613572,BD-1,no,2
1274300,D02182111,9.4757765e-5,8.8108337e-4,BD-1,no,1
1274300,D02182112,1.5920826e-4,0,BD-1,no,2
1274300,D02182158,1.4032298e-4,2.2470449e-4,BD-1,no,2
1274300,D02182163,1.5030243e-4,5.282173e-4,BD-1,no,2
1274300,D02182164,1.6071723e-4,2.4801228e-4,BD-1,no,2
1274300,D02182172,1.6890073e-4,0.0020247984,BD-1,no,2
1274300,D02182175,1.4025794e-4,7.792273e-4,BD-1,no,2
1274300,D02182180,1.327665e-4,1.6235406e-4,BD-1,no,2
1274300,D02182183,1.3246732e-4,1.4991594e-4,BD-1,no,2
1274300,D02182190,1.8402087e-4,0,BD-1,yes,2
1274300,D02182206,1.478341e-4,7.407816e-4,BD-1,no,2
1274300,D02182215,1.0796675e-4,5.0085265e-4,BD-1,no,2
1274300,D02182216,1.13895054e-4,9.4532885e-4,BD-1,no,2
1274300,D02182219,1.1389733e-4,7.4452255e-4,BD-1,no,2
1274300,D02182228,1.5065211e-4,4.391628e-4,BD-1,yes,2
1274300,D02182238,1.2020691e-4,2.8540872e-4,BD-1,yes,2
1274300,D02182243,2.0608662e-4,5.5330194e-4,BD-1,no,3
1274300,D02182267,1.2080373e-4,7.227593e-4,BD-1,no,2
1274300,D02182270,9.9134566e-5,7.317075e-4,BD-1,no,1
1274300,D02182271,1.5437219e-4,0.003574065,BD-1,no,2
1274300,D02182272,1.18957e-4,8.7941834e-4,BD-1,yes,2
1274300,D02182289,9.69834e-5,0.0014281959,BD-1,no,1
1274300,D02182290,1.7897025e-4,0.0015121733,BD-1,no,2
1274300,D02182316,1.4127113e-4,5.1295117e-4,BD-1,no,2
1274300,D02182354,1.4626038e-4,3.4780684e-4,BD-1,yes,2
1274300,D02182360,2.5515506e-4,0,BD-1,no,3
1274300,D02182361,1.694886e-4,4.1092918e-4,BD-1,no,2
1274300,D02182438,1.931449e-4,0,BD-1,no,2
1274300,D02182446,1.447169e-4,3.762262e-4,BD-1,yes,2
1274300,D04181472,1.3905921e-4,6.183384e-4,BD-1,no,2
1274300,D04181547,1.5888996e-4,5.049136e-4,BD-1,yes,2
1274300,D04181552,2.023032e-4,0,BD-1,yes,3
1274300,D04181566,1.3717839e-4,3.1348868e-4,BD-1,no,2
1274300,D04181638,8.3960265e-5,0.0016627139,BD-1,no,1
1274300,D04181657,1.4823132e-4,7.761229e-5,BD-1,no,2
1274300,D04181658,1.1421971e-4,5.556675e-4,BD-1,no,2
1274300,D04181685,1.2306689e-4,1.8395885e-4,BD-1,no,2
1274300,D04181780,2.1961838e-4,2.4505713e-4,BD-1,no,3
1274300,D05181665,1.3459739e-4,0.0010412158,BD-1,no,2
1274300,D05181695,1.362727e-4,0,BD-1,no,2
1274300,D05181703,1.4315514e-4,2.3238606e-5,BD-1,no,2
1274300,D05181710,1.280866e-4,1.588736e-4,BD-1,no,2
1274300,D05181723,1.5125722e-4,1.7724354e-6,BD-1,no,2
1274300,D05181742,1.3781266e-4,2.9748885e-4,BD-1,no,2
1274300,D05181743,1.2395019e-4,6.5404386e-4,BD-1,no,2
1274300,D05181745,1.4944251e-4,4.190922e-4,BD-1,no,2
1274300,D05181749,2.4279153e-4,0.0018326206,BD-1,no,3
1274300,D05181753,8.845078e-5,0.0013800778,BD-1,yes,1
1274300,D05181764,1.8311321e-4,0,BD-1,no,2
1274300,D10181738,1.8151288e-4,0.0012069453,BD-1,no,2
1274300,D10181834,1.2072684e-4,0.0016587867,BD-1,no,2
1274300,D10181847,1.7991438e-4,0,BD-1,no,2
1274300,D10181853,1.3529854e-4,1.4938711e-4,BD-1,no,2
1274300,D10181893,1.694807e-4,0.0012259249,BD-1,no,2
1274300,D10181973,1.2054113e-4,3.7758987e-4,BD-1,no,2
1274300,D10182039,1.9253063e-4,0,BD-1,no,2
1274300,D10182047,2.8273754e-4,2.3971459e-4,BD-1,no,3
1274300,D10182048,1.6766721e-4,5.671653e-4,BD-1,no,2
1274300,D10182051,1.8743682e-4,1.7355729e-4,BD-1,no,2
1274300,D10182063,1.8684388e-4,0,BD-1,no,2
1274300,D10182069,1.2241607e-4,6.421059e-4,BD-1,no,2
1274300,D10182070,2.0796772e-4,0.0024893358,BD-1,no,3
1274300,D10182071,2.5265242e-4,0,BD-1,no,3
1274300,D10182075,2.4735875e-4,0,BD-1,no,3
1274300,D10182077,2.2340332e-4,0,BD-1,no,3
1274300,D10182081,1.3186673e-4,0,BD-1,no,2
1274300,D10182082,1.3026879e-4,1.3446763e-4,BD-1,no,2
1274300,D10182089,1.3781039e-4,1.1671491e-4,BD-1,no,2
1274300,D10182104,1.6421893e-4,0,BD-1,no,2
1274300,D15180683,1.2557523e-4,2.5177858e-4,BD-1,no,2
1274300,D15180690,1.8715912e-4,0,BD-1,no,2
1274300,D15180765,1.4850736e-4,0,BD-1,no,2
1274300,D15180780,2.0383779e-4,0,BD-1,no,3
1274300,D15180852,1.3244609e-4,2.7082203e-4,BD-1,no,2
1274300,D17181353,8.308994e-5,0.0016944523,BD-1,no,1
1274300,D17181365,1.7428523e-4,5.9688722e-5,BD-1,no,2
1274300,D17181373,1.7703699e-4,0.0010273075,BD-1,no,2
1274300,D17181376,1.1519222e-4,4.509611e-4,BD-1,no,2
1274300,D17181377,1.17717995e-4,3.176638e-4,BD-1,no,2
1274300,D17181378,1.1268815e-4,5.2362675e-4,BD-1,no,2
1274300,D17181384,2.9271044e-4,0,BD-1,no,3
1274300,D17181390,1.2806487e-4,2.7981322e-4,BD-1,yes,2
1274300,D17181392,1.3747661e-4,4.4672353e-5,BD-1,no,2
1274300,D17181397,1.0731969e-4,5.37169e-4,BD-1,no,2
1274300,D17181407,1.9475842e-4,0.0014602606,BD-1,no,2
1274300,D17181424,1.808864e-4,4.577465e-5,BD-1,no,2
1274300,D17181426,1.06687265e-4,8.141542e-4,BD-1,no,2
1274300,D17181428,1.0578697e-4,6.0554885e-4,BD-1,no,2
1274300,D17181434,1.00101555e-4,6.6727464e-4,BD-1,no,2
1274300,D17181435,2.3489034e-4,0.0014659865,BD-1,no,3
1274300,D17181515,1.9377634e-4,1.15588075e-4,BD-1,no,2
1274300,D17181529,1.2177432e-4,6.783051e-4,BD-1,no,2
1274300,D17181538,1.8941189e-4,0.0016340829,BD-1,no,2
1274300,D17181556,1.09820496e-4,4.0434115e-4,BD-1,no,2
1274300,D17181754,1.177031e-4,4.5848716e-4,BD-1,no,2
1274300,D17181779,9.9127756e-5,7.117615e-4,BD-1,no,1
1274300,D17181793,1.2022004e-4,3.6549888e-4,BD-1,no,2
1274300,D17181795,1.15187926e-4,5.313451e-4,BD-1,no,2
1274300,D17181797,1.3625807e-4,0,BD-1,no,2
1274300,D17181798,8.940657e-5,8.7424583e-4,BD-1,no,1
1274300,D17181815,1.15513816e-4,5.03113e-4,BD-1,no,2
1274300,D17181817,1.4282219e-4,7.1736984e-5,BD-1,no,2
1274300,D17181818,2.14587e-4,5.116648e-4,BD-1,no,3
1274300,D17181834,1.1899439e-4,6.4623375e-5,BD-1,no,2
1274300,D17181835,2.505776e-4,0.0016274491,BD-1,no,3
1274300,EN_1764,9.535406e-5,0.0053540305,BD-1,no,1
1274300,EN_1765,8.143556e-5,0.005930991,BD-1,no,1
1274300,EN_1766,1.2360806e-4,4.8179447e-4,BD-1,no,2
1274300,EN_1767,5.9052283e-5,0.0061761425,BD-1,no,1
1274767,1274897,8.010351e-5,0,BD-1,yes,1
1274767,1276100,6.003164e-5,0,BD-1,yes,1
1274767,1277101,8.290095e-5,0.002783316,BD-1,yes,1
1274767,1277103,8.227747e-5,0,BD-1,yes,1
